68636
日:  0.055193
月:  0.057290
金:  0.029000
木:  0.035057
水:  0.023410
火:  0.025356
土:  0.032450
竹:  0.062334
戈:  0.056736
十:  0.035232
大:  0.029861
中:  0.038422
一:  0.070790
弓:  0.041372
人:  0.056378
心:  0.026549
手:  0.017299
口:  0.049045
尸:  0.028976
廿:  0.027465
山:  0.019349
女:  0.024850
田:  0.024710
難:  0.035005
卜:  0.078199
重:  0.019675
